text,task_1,task_2
Finally! Twitter has been sanitized.😂 #WellDoneTwitter ❤️   Suspend it Permanently never let this virus #KanganaRanaut bark again #Resign_PM_Modi #ResignModi #FarmersProtest #BanEVM_SaveDemocracy #Ban_Evm #कृषि_कानून_रद्द_करने_पड़ेंगे https://t.co/IGKAzP03Jg,NOT,NONE
@druditatyagi बहुत अत्याचार हो रहा है इन लोगों के ऊपर  हे प्रभु रक्षा करना इन लोगों की हालत देखकर मैं भी आज बहुत रो रही हूं😥😥😥 पूरा देश रो रहा है😥😥😥😥 क्या यही था हिंदुओं की रक्षा करने का संकल्प @BJP4India  #BengalViolence  #BengalBurning  #CruelMamata,NOT,NONE
गुंडाराज चरम पर है । #BengalBurning https://t.co/697j7dBHnP,NOT,NONE
@SitaSorenMLA @yadavtejashwi @RabriDeviRJD @DrTanweerHassan @RJDforIndia @TejYadav14 @Siwan_Rjd @aimim_national @AshrafFem @asadowaisi हम केंद्र सरकार से #CBI जांच की मांग करता हूँ ओ भी सुप्रीम कोर्ट की निगरानी में निष्पक्ष जांच की मांग करता हूँ इश्मे दोषी लोगो को फांसी की सजा होनी चाहिए #JusticeForShahabuddin,NOT,NONE
फुर्सत मे बनाए जाते हैं हम जैसे लोग...  जो शक्ल से शरीफ और दिमाग से कमीने होते हैं ...  केवल विरोधियों के लिये !,NOT,NONE
सभी देश मिलकर चाइना को खत्म करे।   #ChineseVirus,NOT,NONE
"शिकायत संख्या: 36967 #रांची_नगर_निगम क्षेत्र के गोसाई टोली, चुटिया, वार्ड नं 34 में मच्छरों का प्रकोप बढ़ गया था जिससे स्थानीय लोगों को काफी परेशानी हो रही थी। अतः स्थानीय निवासी भारती जी ने झारखण्ड सरकार..(1/3) @HemantSorenJMM @JharkhandCMO @vijayajadhavias https://t.co/mQuy1eTIKW",NOT,NONE
@ashokgehlot51 @drharshvardhan @RaghusharmaINC @narendramodi @RajCMO कोई प्राइवेट हॉस्पिटल खुले में 1250 में वेक्सिन्स लगाकर ज्यादा पैसे वसूल रहा है क्या आपका इसपर कोई कंट्रोल नही है @fortis_hospital #fortis #CovidVaccine https://t.co/icOxJXhztG,NOT,NONE
@sakshijoshii @tehseenp मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
@fayedsouza @gopalkagarwal मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
"@Shivi05tsm @Dr_Uditraj दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe",NOT,NONE
रोहित सरदाना का शव कोविड पॉज़िटिव होने के बावजूद  पैतृक गांव कुरुक्षेत्र भेज दिया जाता है। शहाबुद्दीन साहब की रिपोर्ट नेगेटिव होने के बावजूद भी आखरी दीदार का हक़ परिवार से छीनकर जनाज़ा सिवान नही भेजा जाता। ये है असली इस्लामोफोबिया #Islamophobia_in_india #JusticeForShahabuddin,NOT,NONE
@MrsGandhi अगर घर वाले कुत्ते को अकेला छोड़ के जाते हैं तो कुत्ता अवश्य भोंकता है।,HOF,OFFN
@TimesNow @rajeev_mp @BagaiDr @ARanganathan72 @JhaSanjay @TVMohandasPai @sumanthraman ONCE IN A CENTURY  @narendramodi @PMOIndia  #मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  #ResignModi मानवता केलिऐ #Resign_PM_Modi देशभक्त हो तो,HOF,OFFN
