Post,Labels Set,Dataset
"தெலுங்கானாவில் இருந்து கைப் பையுடன் கள்ளமாக
இரயிலில் பயணம் செய்து தமிழ் நாட்டிற்கு வந்த கருணாநிதி குடும்பத்தின் நிலைமை இப்போ பல ஆயிரம் இலட்சம் கோடிகளுக்கு அதிபதி. அதை விட மூன்று மனைவிகள். அவர்களுக்குப் பிள்ளைகள், பேரப் பிள்ளைகள், பூட்டப் பிள்ளைகள் என்று கருணாநிதியின் குடும்பப் பட்டாளத்திற்குத் தமிழ் நாட்டின் அரைவாசிச் சொத்துக்களுக்கு அதிபதி.
எனவே அவர் புத்திசாலி தான். இளிச்சவாயன் தமிழன் தன்னுடைய அரசியலை, வாழ்வியலை இழந்து கையேந்தி நிற்கும் நிலையில் இன்று. 😰😰😰😰😰😭😭😭😭😭",Non-Hate-Speech,tamil_dataset
தமிழ்நாட்டின் இவ்வளவு வளர்ச்சிக்கு காரணம் தெலுங்கர்களா முத்தமிழ் அறிஞர் கலைஞர் தெலுங்கரா,Non-Hate-Speech,tamil_dataset
ponnunga aripu eduthu alancha ella state um ipdithan poonunga first adangunga,Hate-Speech,tamil_dataset
Nee PAtra waitha Neruppu.....🤫,Non-Hate-Speech,tamil_dataset
திருடனுக்கு எப்போதுமே பேச்சு எகதாலம் எல்லாமே ஜாஸ்தியாக தான் இருக்கும்,Non-Hate-Speech,tamil_dataset
சாவு டா நாய்,Hate-Speech,tamil_dataset
of everything ngotha ithu vera maaari level,Hate-Speech,tamil_dataset
Karunanithi Kattumaram oru thirudan,Hate-Speech,tamil_dataset
Vadii punda okkalam theviduya,Hate-Speech,tamil_dataset
apo aripu eduthu ponavala keezha pudichu kilichidanum sariya,Hate-Speech,tamil_dataset
"O S Manian mind voice... ""Theva illa enna vera inga kuptu vanthu inga vechi irrukingalae""",Non-Hate-Speech,tamil_dataset
English அது மட்டும் வேணும்,Non-Hate-Speech,tamil_dataset
நடுரோட்டில்கட்டிவைத்துஎல்லாப்பெண்ங்களும்தர்ம,Non-Hate-Speech,tamil_dataset
யோவ் வெட்கமே இல்லாமல் விளக்கு புடிக்கிறிய நியூஸ் 7,Non-Hate-Speech,tamil_dataset
SOOPURA MANIYA BINAMI is the killer of Rajeevgandi.Gotapaaya was in the army and hit Rajeevghandi when he arrived to srilanka. Raasapaksa and the Soopuramaniya(mother f**ker) are very close friends and to become to political power and to steal  the country and destroyed the country together.SOOPURA MANIYA is the NAZI he killed RAJEEVGHANDI destroyed SRILANKA and Iindia as well together with RAASAFUKSA.He should be captured immediately without any further delay.His duty is only killing destroying and stealing and causing violent among peaceful innocent civilian. Zero tolerance to SOOPURA MANI NAZI.,Hate-Speech,tamil_dataset
ஐயா கருபழனியப்பன் உங்கள் மேல் இப்போதுதான் மரியாதை அதிகமாகிறது,Non-Hate-Speech,tamil_dataset
பாதிக்கபட்ட பொன்கனள விட்டு அனு அனுவா சகடிக்கவேண்டும்,Hate-Speech,tamil_dataset
Ava item,Hate-Speech,tamil_dataset
enga ஊரு  pollachi nanum pollachi tha,Non-Hate-Speech,tamil_dataset
@Ramesh Kannan வயிற்றெரிச்சல்...,Non-Hate-Speech,tamil_dataset
Karu pa punda,Hate-Speech,tamil_dataset
Etharkum Thuninthavan 💥💥💥 movie,Non-Hate-Speech,tamil_dataset
எப்படி சொல்லுங்க,Non-Hate-Speech,tamil_dataset
Straight forward and very matured human being.,Hate-Speech,tamil_dataset
Moolayatra Peachu,Non-Hate-Speech,tamil_dataset
Admk bastard guys,Hate-Speech,tamil_dataset
The main culprit pollachi jayaraaman  settiyaar 😀,Non-Hate-Speech,tamil_dataset
Honourable cm kalaingar,Non-Hate-Speech,tamil_dataset
கருணாநிதி கயவரான கதை போடுங்க...,Non-Hate-Speech,tamil_dataset
இந்த விவகாரத்தை ஸ்டாலின் தீவிரமாக கையில் எடுப்பார் என்று தெரிந்தே கைது நாடகம் நடந்துள்ளது வராத பட்சத்தில் இது மீண்டும் புஸ் வாணமாகும் என்பது நிதர்சனம் நீதி நிலை நாட்ட ஆதரிப்பீர் 🌄,Non-Hate-Speech,tamil_dataset
அருமையான பேச்சு தலைவா,Non-Hate-Speech,tamil_dataset
Poda punda,Hate-Speech,tamil_dataset
மைனர்  குசுகளை வெட்டனும்,Hate-Speech,tamil_dataset
தலைவன் என்றால் அவர் கலைஞர் தான்.,Non-Hate-Speech,tamil_dataset
@Arun Bindaas ila neenga thaan padichingaley konjam solunga,Non-Hate-Speech,tamil_dataset
DMK family namaku namay,Non-Hate-Speech,tamil_dataset
"வ ந வ ந வா, ப ப ச கா த நா  த மொ 2700 ஆ மு 700 கிமு  மு இ இ கா நே இயற் இயக் இயங் த நா த மொ திரா மற் கட் அரசி அரசா பண் கலை களைஞ் கலா பய பா பல 2 அடி 4 அடி செ  6 அடி 
நடை மு பா மா கா குர பா சூட் வடை எடை கடை விடை கொடை நடை படை அடை ஆடை ஓடை உடை மா இதி எது சிலேடை என ஜடை  கலை  இடை தா.",Non-Hate-Speech,tamil_dataset
எத்தனை பேரை இராணுவம் கொன்றொழிக்க முடியும். மக்கள் வெகுண்டால் நாடு தாங்காது.. இந்தியா இதை பாடமாக எடுத்துக்கொள்ளவேண்டும். இல்லையெனில்  மக்கள் மனதில் எரியும் தீ நிச்சயம் ஒருநாள் வெளிப்படும்,Non-Hate-Speech,tamil_dataset
Congress DMK vs bjp admk keta hindi edhurpa sir,Non-Hate-Speech,tamil_dataset
கருப்பு தினம்,Non-Hate-Speech,tamil_dataset
movies and cinema itself is chakada..(cooum) .. once into it life itself is spoiled.. better to be away from it..many girls get into it for fame and money.. but you can study well and get good job to make money..and life will be at peace rather than adjust with producers and directors ...accordingly many who have adjusted have come to the top..,Non-Hate-Speech,tamil_dataset
Avar dmk,Non-Hate-Speech,tamil_dataset
@For tcomedies aprm christian aa convert aagala na apdi help pannuvangala,Non-Hate-Speech,tamil_dataset
Otha ivanugala inum savvadikkalaya 😠😠😠😠,Hate-Speech,tamil_dataset
Political God kalainar,Non-Hate-Speech,tamil_dataset
தமிழினத் துரோகி,Hate-Speech,tamil_dataset
Gavary water drink remains brainless listen your words your father mnm you fucking DMK what kind of family people's study indi what's your problem own none of your business Palaniapan,Hate-Speech,tamil_dataset
Unga amma va Vachu business panirruparu,Hate-Speech,tamil_dataset
Kalaingar vazhga!!,Non-Hate-Speech,tamil_dataset
Super 👋👋👋👋👋👌👌👌👌,Non-Hate-Speech,tamil_dataset
டே நாதாரி கரு பழனியப்பா  எங்களை படிக்கவேண்டாம்ன்னு சொல்லர ஈத்தர பயலே தி மு கா  தலைவன் புள்ளைகள் பேரன் பேத்திகள்  ஹிந்தி படிக்கலாமா? அவுங்க நடத்திர ஸ்கூலில் ஹிந்தி கத்து கொடுக்கிறான் பணக்கார பசங்க படிப்பாங்க எங்களை மாதிரி ஏழைங்களை படிக்காதன்னு சொல்லுவ  பழ கருப்பையாவுக்கு மட்டும் பிறந்தன  நீ போய் அவுங்கள கேளு  கேட்க்கமாட்ட ஏன்னா நீ கருப்பையாவுக்கு பிறக்கல  கரிக்கடா இல்லையா,Hate-Speech,tamil_dataset
Kanda pasangla nambi carla poradhu Romba thappu,Non-Hate-Speech,tamil_dataset
"டேய் பன்னாட பன்னியப்பா பிரிவனை வாத கும்பல்.இந்துக்களிடையே சாதியையும்,கடவுளையும் வைத்து வியாபார கூட்டம்.",Hate-Speech,tamil_dataset
திருட்டு ரயில் 😂,Non-Hate-Speech,tamil_dataset
வடக்கன் 😂😂😂😂😂,Non-Hate-Speech,tamil_dataset
தமிழகம் வளர்ச்சி நிலையை அடையலடா  கருணாநிதி குடும்பம் தான் செம வளர்ச்சி னு சொல்லுடா...,Non-Hate-Speech,tamil_dataset
Edhu ponra thalaivargal ini uruvavathu romba kastam. 14 vayadhil Hindi edhirpukaga kodiyai pidatha thamizhar....TN nalla erukanum Na evar maadhiri por gunam konda thamizhar vendum....,Non-Hate-Speech,tamil_dataset
Ommala veliya poda,Hate-Speech,tamil_dataset
Good speech and bold speech ..still looking same school kid,Hate-Speech,tamil_dataset
TamilGuru WebTV super ra soniga,Non-Hate-Speech,tamil_dataset
Brilliant speech,Non-Hate-Speech,tamil_dataset
Polachi case el paleh araceal Muthelaigal  samandhom narayeh Erakeh mattrum angay erukom police karaerggel Narayah suportom Naraya erakeh aagayal thaan entha Case 7varashomah tayreyamal eranthadhu aahgayal wudah kudahdhu,Non-Hate-Speech,tamil_dataset
"நியூஸ் 7/2 காசு குடுத்த 
காட்டியும் குடுப்பன் ............",Hate-Speech,tamil_dataset
