GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Entertainment,Apps,Social Media,messaging apps,Skype,"private, secure, end-to-end encryption, free voice and video callling, group chat, stickers",Free Vocie and video calling,Negative,"মাইক্রোসফ্টের এই বৈশিষ্টটি রয়েছে। ভয়েস ক্র্যাকিং, ভিডিও ল্যাগিং, ইন্টারফেস হ্যাং এইরকম সমস্যাগুলির তো শেষই নেই।"
Pets,Dogs,Supplies,Dog carriers,24x7 eMall,"hard sided/soft sided, two door top load, portable folding, airlines approved, breathable mesh panel","lightweight, durable, waterproof, rust resistant, insulation, soundproof, environmentally friendly, comfortable",Positive,"এটি হালকা ওজনের কিন্তু টেকসই ইভা দিয়ে তৈরি, জলরোধী, মরিচা-প্রতিরোধী, কম কনকশন, ইনসুলেশন এবং সাউন্ডপ্রুফ, পরিবেশ বান্ধব। হার্ডকভার আউটার শেল এবং আরামদায়ক আরাম অভ্যন্তরীণ।"
Hobbies,Cycling,Bicycles,mountain bikes,Canyon,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility",Warranty,Negative,অন্যান্য ব্র্যান্ডের তুলনায় 6 বছরের ওয়ারেন্টিও কম
Baby Products,Baby,"Baby bath, skin and grooming",Soap,Himalaya,"chemical free, mild, no tears, clinically tested, maintains natural moisture","Natural mositure, chemical free",Positive,সাবানটি প্রাকৃতিকভাবে ময়েশ্চারাইজ করে। সাবানটি ব্যবহার করার পর লোশন ব্যবহার করার প্রয়োজন পরে না।
Education,Books,Children's book,Comics,Champak,"pictures, cartoon characters, Comic strips, Short stories, colourful, fables, fairy tales, puzzles","Pictures, stories",Positive,নামেই জাদু রয়েছে। গল্পের জন্য ব্যবহার করা ছবিগুলি আমার ভালো লেগেছে। গল্পগুলি বেশিরভাগই 'চাম্পকওয়ান' নামক একটি জঙ্গলে এবং এর মধ্যে থাকা প্রাণীগুলি নিয়ে কিন্তু একইরকম হলেও সমস্ত গল্পগুলি আকর্ষণীয়।
Home,Appliances,Air-condition,Window AC,Voltas,"copper condenser, dust filter, capacity, coil material, evaporator",Coil Material,Positive,ভোল্টাস তার কয়েলগুলিকে তামা থেকে তামার মিশ্রণে পরিবর্তন করছে। এটি এসির শক্তি খরচ আরও কমিয়ে দিচ্ছে এবং তা শীতলীকরণে আরও দক্ষ।
Baby Products,Baby-Accessories,Gifts/Toys,Walker,Luvlap,"child development, easy to clean, easy to fold",easy to fold,Positive,"এই ওয়াকারটি ভাঁজ করা এবং গুছিয়ে রাখা খুবই সহজ। নতুন যে সব মায়েরা একবারে শত শত জিনিস বয়ে বেড়াচ্ছেন, তাদেরকে আমি এটার সুপারিশ করছি। পরে ধন্যবাদ জানাবেন।"
Pets,Dogs,Grooming,Shampoo,HEY BUDDIE,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent","Hair, Safe",Positive,"ব্যবহারের পর চুল মসৃণ ও নরম হয়ে যায়। শ্যাম্পুটি উদ্ভিদভিত্তিক, এতে কোনো কৃত্রিম সংরক্ষক বা ক্ষতিকর উপাদান নেই।"
Education,Books,Audiobooks,Solo narration,Hoopla Digital,"voice, acting, modulation, pitch, sound quality, tone, pronunciation","Voice, tone",Positive,"দ্য এন্ড অব দ্য অ্যাফেয়ার' একটি মাস্টারপিস এবং এখানে এটি খুব সুন্দরভাবে পড়ে শোনানো হয়েছে! কলিন ফার্থের কন্ঠস্বর এবং সুর চমৎকারভাবে শোক, ঘৃণা, বিষণ্ণতা এবং ভালবাসাকে তুলে ধরেছে।"
Home,Appliances,Home theater,Soundbars,Ambrane,"Bluetooth/wireless, HDMI, audio output mode, integrated control, EQ mode",Audio output mode,Negative,সাউন্ডবার শুধুমাত্র স্ট্যান্ডার্ড ও গেমিং মোডে আসে। শাস্ত্রীয় বা জ্যাজ সঙ্গীতের মতো আরও সুক্ষ কিছুর জন্য এটি যুক্তিযুক্ত নয়।
Home,Appliances,Air cooler,Personal air cooler,Symphony,"compact, portable, less energy, less noise, caster wheels, cool tank capacity, controller type, noise level",Controller type,Positive,সিম্ফনি পার্সোনাল এয়ার কুলারে এখন আর্দ্রতা নিয়ন্ত্রণকারী যন্ত্র লাগানো হয়েছে। বাইরের আবহাওয়া অনুযায়ী আর্দ্রতার মাত্রা বদলাতে থাকে।
Entertainment,Apps,Social Media,Discussion forums,Discord,"listen in, share your thoughts, host discussions, debate on political, social, current affairs and other matters of interest","listen in, share your thoughts, host discussions,",Positive,"এটি প্রত্যেকের জন্য একটি অন্তর্ভুক্তিমূলক বাড়ির মতো, আপনি একটি বিশ্ব সম্প্রদায়ের অংশও হতে পারেন বা আপনার হাতে গোনা বন্ধুও বানাতে পারেন। আপনি সহজেই আপনার আগ্রহের বিষয় নিয়ে আলোচনার করতে পারেন, অন্যদের কী বলতে হয় তা শুনতে পারেন অথবা আপনি কেবল টেক্সট, ভয়েস এবং ভিডিও চ্যাট নিয়ে মজা করতে পারেন।"
Pets,Dogs,Health supplements:,Vitamins,Carbamide Forte,"healthy and lustrous coat, skin, calcium, paw tablet, digestive tablet, liver tonic, dewarming, antioxidants","strong bones and teeth, calcium",Positive,কুকুরের মজবুত হাড় ও দাঁতের জন্য এই ট্যাবলেটগুলি খুবই উপকারী।
